seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chrX	152990133	152990327	195	*	X0054	215	152990323	153010216	19894	+	0	overlapStart	0	ABCD1
chrX	153606942	153607106	165	*	X0060	2010	153607597	153609883	2287	+	490	upstream	490	EMD
chrX	153744547	153744553	7	*	X0061	60343	153733327	153744566	11240	-	0	inside	12	FAM3A
chrX	154254968	154255102	135	*	X0062	2157	154064064	154255215	191152	-	0	inside	112	F8
chrX	154254968	154255102	135	*	X0062	65991	154255064	154285191	30128	+	0	overlapStart	0	FUNDC2
chr13	20207593	20207633	41	*	X0063	54737	20207788	20247599	39812	+	154	upstream	154	MPHOSPH8
chr13	20532590	20532632	43	*	X0064	7750	20532810	20665968	133159	+	177	upstream	177	ZMYM2
chr13	20532920	20533011	92	*	X0065	7750	20532810	20665968	133159	+	0	inside	109	ZMYM2
chr13	27745959	27745961	3	*	X0066	219333	27640287	27746033	105747	-	0	inside	71	USP12
chr13	30169776	30169825	50	*	X0067	6541	30083551	30169825	86275	-	0	inside	0	SLC7A1
chr13	30424867	30424986	120	*	X0068	5412	30338545	30424820	86276	-	46	upstream	46	UBL3
chr13	31191694	31191798	105	*	X0070	10208	31191830	31233686	41857	+	31	upstream	31	USPL1
chr13	31191694	31191798	105	*	X0070	3146	31032879	31191510	158632	-	183	upstream	183	HMGB1
chr13	45151366	45151551	186	*	X0079	8848	45006279	45150701	144423	-	664	upstream	664	TSC22D1
chr13	45151698	45151952	255	*	X0080	8848	45006279	45150701	144423	-	996	upstream	996	TSC22D1
chr13	45915540	45915685	146	*	X0081	100190939	45915480	45965618	50139	+	0	inside	59	TPT1-AS1
chr13	45915540	45915685	146	*	X0081	7178	45911304	45915297	3994	-	242	upstream	242	TPT1
chr13	50366742	50366958	217	*	X0084	3839	50273443	50367057	93615	-	0	inside	98	KPNA3
chr13	52027441	52027660	220	*	X0086	26512	51935701	52027275	91575	-	165	upstream	165	INTS6
chr13	52027751	52027810	60	*	X0087	26512	51935701	52027275	91575	-	475	upstream	475	INTS6
chr13	52158490	52158579	90	*	X0088	115825	52158484	52336171	177688	+	0	inside	5	WDFY2
chr13	76056345	76056424	80	*	X0089	9882	75858809	76056250	197442	-	94	upstream	94	TBC1D4
chr13	80055311	80055343	33	*	X0093	100874208	80051499	80055366	3868	-	0	inside	22	NDFIP2-AS1
chr13	80055311	80055343	33	*	X0093	54602	80055259	80130212	74954	+	0	inside	51	NDFIP2
chr13	98085629	98085804	176	*	X0094	5911	98086475	98120252	33778	+	670	upstream	670	RAP2A
chr13	98086437	98086498	62	*	X0095	5911	98086475	98120252	33778	+	0	overlapStart	0	RAP2A
chr13	98086589	98086607	19	*	X0096	5911	98086475	98120252	33778	+	0	inside	113	RAP2A
chr13	110439349	110439359	11	*	X0100	8660	110406184	110438914	32731	-	434	upstream	434	IRS2
chr13	111364838	111365033	196	*	X0102	3621	111364970	111373421	8452	+	0	overlapStart	0	ING1
chr13	111567614	111567671	58	*	X0104	55608	111530887	111567416	36530	-	197	upstream	197	ANKRD10
chr13	111567687	111568120	434	*	X0105	55608	111530887	111567416	36530	-	270	upstream	270	ANKRD10
chr13	115047326	115047475	150	*	X0108	65110	115047059	115071291	24233	+	0	inside	266	UPF3A
chr12	861708	861782	75	*	X0109	65125	862089	1020618	158530	+	306	upstream	306	WNK1
chr12	1800201	1800239	39	*	X0111	79602	1800247	1897845	97599	+	7	upstream	7	ADIPOR2
chr12	3068106	3068240	135	*	X0113	7004	3068478	3149842	81365	+	237	upstream	237	TEAD4
chr12	3068301	3068377	77	*	X0114	7004	3068478	3149842	81365	+	100	upstream	100	TEAD4
chr12	6580124	6580228	105	*	X0118	6843	6571404	6579843	8440	-	280	upstream	280	VAMP1
chr12	6602992	6603089	98	*	X0119	51258	6601316	6602471	1156	-	520	upstream	520	MRPL51
chr12	6602992	6603089	98	*	X0119	9918	6603298	6641132	37835	+	208	upstream	208	NCAPD2
chr12	6798354	6798458	105	*	X0121	171017	6775643	6798738	23096	-	0	inside	279	ZNF384
chr12	6798924	6798979	56	*	X0122	171017	6775643	6798738	23096	-	185	upstream	185	ZNF384
chr12	6961276	6961365	90	*	X0124	8078	6961285	6975795	14511	+	0	overlapStart	0	USP5
chr12	6961276	6961365	90	*	X0124	83461	6953963	6960456	6494	-	819	upstream	819	CDCA3
chr12	6961966	6961966	1	*	X0125	83461	6953963	6960456	6494	-	1509	upstream	1509	CDCA3
chr12	6982454	6982716	263	*	X0126	84727	6980100	6982521	2422	-	0	overlapStart	0	SPSB2
chr12	7013826	7013948	123	*	X0127	10233	7013897	7023406	9510	+	0	overlapStart	0	LRRC23
chr12	7079776	7079895	120	*	X0130	10436	7079944	7105520	25577	+	48	upstream	48	EMG1
chr12	7079776	7079895	120	*	X0130	11331	7074515	7079916	5402	-	0	inside	20	PHB2
chr12	7125975	7126079	105	*	X0131	10162	7085347	7125842	40496	-	132	upstream	132	LPCAT3
chr12	7126155	7126184	30	*	X0132	10162	7085347	7125842	40496	-	312	upstream	312	LPCAT3
chr12	7126200	7126217	18	*	X0133	10162	7085347	7125842	40496	-	357	upstream	357	LPCAT3
chr12	8395741	8396016	276	*	X0134	653113	8383645	8395542	11898	-	198	upstream	198	FAM86FP
chr12	8396057	8396064	8	*	X0135	653113	8383645	8395542	11898	-	514	upstream	514	FAM86FP
chr12	8396161	8396423	263	*	X0136	653113	8383645	8395542	11898	-	618	upstream	618	FAM86FP
chr12	12765028	12765108	81	*	X0137	1389	12764831	12798041	33211	+	0	inside	196	CREBL2
chr12	13153452	13153525	74	*	X0138	50865	13127799	13153243	25445	-	208	upstream	208	HEBP1
chr12	13153452	13153525	74	*	X0138	93164	13153376	13157764	4389	+	0	inside	75	HTR7P1
chr12	16035309	16035503	195	*	X0140	11171	16035288	16056410	21123	+	0	inside	20	STRAP
chr12	25404055	25404181	127	*	X0141	3845	25358180	25403863	45684	-	191	upstream	191	KRAS
chr12	26278800	26278900	101	*	X0144	79365	26272959	26278003	5045	-	796	upstream	796	BHLHE41
chr12	27091090	27091239	150	*	X0145	26127	27091305	27119581	28277	+	65	upstream	65	FGFR1OP2
chr12	27091090	27091239	150	*	X0145	55726	27058112	27091254	33143	-	0	inside	14	INTS13
chr12	30907560	30907594	35	*	X0146	65981	30862486	30907448	44963	-	111	upstream	111	CAPRIN2
chr12	30907805	30907810	6	*	X0147	65981	30862486	30907448	44963	-	356	upstream	356	CAPRIN2
chr12	31881773	31881967	195	*	X0148	196394	31824071	31882108	58038	-	0	inside	140	AMN1
chr12	33049643	33049696	54	*	X0149	5318	32943680	33049780	106101	-	0	inside	83	PKP2
chr12	39837470	39837486	17	*	X0150	55605	39687030	39837192	150163	-	277	upstream	277	KIF21A
chr12	42538456	42538623	168	*	X0151	283464	42475648	42538673	63026	-	0	inside	49	GXYLT1
chr12	46766741	46766771	31	*	X0153	54407	46751971	46766645	14675	-	95	upstream	95	SLC38A2
chr12	48099648	48099677	30	*	X0154	79657	48055715	48099844	44130	-	0	inside	166	RPAP3
chr12	49412398	49412462	65	*	X0160	5571	49396055	49412629	16575	-	0	inside	166	PRKAG1
chr12	49463957	49463981	25	*	X0161	121268	49458468	49463775	5308	-	181	upstream	181	RHEBL1
chr12	49504666	49504785	120	*	X0162	55716	49490923	49504680	13758	-	0	overlapStart	0	LMBR1L
chr12	50017409	50017422	14	*	X0163	25766	50017197	50038452	21256	+	0	inside	211	PRPF40B
chr12	50222196	50222270	75	*	X0165	100286844	50222326	50234937	12612	+	55	upstream	55	BCDIN3D-AS1
chr12	50222196	50222270	75	*	X0165	57701	50184929	50222208	37280	-	0	overlapStart	0	NCKAP5L
chr12	51157755	51157816	62	*	X0166	466	51157789	51214943	57155	+	0	overlapStart	0	ATF1
chr12	52585753	52585872	120	*	X0170	144501	52562780	52585784	23005	-	0	overlapStart	0	KRT80
chr12	52585948	52586112	165	*	X0171	144501	52562780	52585784	23005	-	163	upstream	163	KRT80
chr12	53399851	53399970	120	*	X0173	1975	53400062	53435993	35932	+	91	upstream	91	EIF4B
chr12	53399986	53400210	225	*	X0174	1975	53400062	53435993	35932	+	0	overlapStart	0	EIF4B
chr12	53447899	53447961	63	*	X0175	283335	53436973	53448222	11250	-	0	inside	260	LOC283335
chr12	53448407	53448421	15	*	X0176	283335	53436973	53448222	11250	-	184	upstream	184	LOC283335
chr12	53472877	53473041	165	*	X0177	84926	53458100	53473204	15105	-	0	inside	162	SPRYD3
chr12	53626198	53626231	34	*	X0178	5916	53604350	53626040	21691	-	157	upstream	157	RARG
chr12	53625829	53625933	105	*	X0179	5916	53604350	53626040	21691	-	0	inside	106	RARG
chr12	53773870	53774071	202	*	X0183	6667	53773979	53810226	36248	+	0	overlapStart	0	SP1
chr12	53774140	53774487	348	*	X0184	6667	53773979	53810226	36248	+	0	inside	160	SP1
chr12	53835212	53835349	138	*	X0186	5094	53835433	53874946	39514	+	83	upstream	83	PCBP2
chr12	53835212	53835349	138	*	X0186	54458	53835433	53840427	4995	+	83	upstream	83	PRR13
chr12	53895017	53895121	105	*	X0188	7786	53874276	53893444	19169	-	1572	upstream	1572	MAP3K12
chr12	56435459	56435593	135	*	X0191	6231	56435686	56438007	2322	+	92	upstream	92	RPS26
chr12	56497842	56498074	233	*	X0192	5036	56498103	56507694	9592	+	28	upstream	28	PA2G4
chr12	56583224	56583298	75	*	X0193	6601	56555636	56583351	27716	-	0	inside	52	SMARCC2
chr12	56618213	56618255	43	*	X0194	79035	56618125	56623638	5514	+	0	inside	87	NABP2
chr12	56709772	56709861	90	*	X0195	10330	56704213	56710128	5916	-	0	inside	266	CNPY2
chr12	56753826	56753995	170	*	X0196	6773	56735382	56754037	18656	-	0	inside	41	STAT2
chr12	57030457	57030476	20	*	X0197	11176	56989380	57030163	40784	-	293	upstream	293	BAZ2A
chr12	57481062	57481667	606	*	X0198	4665	57482677	57489259	6583	+	1009	upstream	1009	NAB2
chr12	57482478	57482631	154	*	X0199	4665	57482677	57489259	6583	+	45	upstream	45	NAB2
chr12	57521515	57521825	311	*	X0200	4035	57522282	57607125	84844	+	456	upstream	456	LRP1
chr12	57521856	57522093	238	*	X0201	4035	57522282	57607125	84844	+	188	upstream	188	LRP1
chr12	57824749	57824854	106	*	X0202	22864	57643354	57824788	181435	-	0	overlapStart	0	R3HDM2
chr12	57916171	57916275	105	*	X0203	114785	57916659	57923931	7273	+	383	upstream	383	MBD6
chr12	57916171	57916275	105	*	X0203	1649	57910371	57914300	3930	-	1870	upstream	1870	DDIT3
chr12	57916306	57916341	36	*	X0204	114785	57916659	57923931	7273	+	317	upstream	317	MBD6
chr12	58146413	58146477	65	*	X0205	1019	58141510	58146230	4721	-	182	upstream	182	CDK4
chr12	58148568	58148682	115	*	X0206	92979	58148881	58154193	5313	+	198	upstream	198	MARCHF9
chr12	58165963	58166136	174	*	X0207	25895	58166383	58176324	9942	+	246	upstream	246	EEF1AKMT3
chr12	58165963	58166136	174	*	X0207	4234	58162351	58165914	3564	-	48	upstream	48	METTL1
chr12	58240742	58240876	135	*	X0208	10106	58213710	58240747	27038	-	0	overlapStart	0	CTDSP2
chr12	58335157	58335187	31	*	X0209	91419	58335445	58351052	15608	+	257	upstream	257	ATP23
chr12	68726375	68726432	58	*	X0210	56890	68688346	68726161	37816	-	213	upstream	213	MDM1
chr12	69004501	69004605	105	*	X0211	5908	69004619	69054385	49767	+	13	upstream	13	RAP1B
chr12	69201700	69201795	96	*	X0212	4193	69201971	69239320	37350	+	175	upstream	175	MDM2
chr12	69633272	69633316	45	*	X0214	11052	69633317	69668138	34822	+	0	upstream	0	CPSF6
chr12	75784739	75784758	20	*	X0215	144321	75784850	75826177	41328	+	91	upstream	91	GLIPR1L2
chr12	75784739	75784758	20	*	X0215	84698	75669759	75784702	114944	-	36	upstream	36	CAPS2
chr12	76953517	76953636	120	*	X0216	114882	76745578	76953589	208012	-	0	overlapStart	0	OSBPL8
chr12	80085100	80085174	75	*	X0217	5074	79985745	80084790	99046	-	309	upstream	309	PAWR
chr12	83080540	83080704	165	*	X0219	160335	83080934	83528067	447134	+	229	upstream	229	TMTC2
chr12	89747673	89747696	24	*	X0220	1848	89741837	89746296	4460	-	1376	upstream	1376	DUSP6
chr12	89747742	89747861	120	*	X0221	1848	89741837	89746296	4460	-	1445	upstream	1445	DUSP6
chr12	92539908	92539975	68	*	X0222	694	92534054	92539673	5620	-	234	upstream	234	BTG1
chr12	93322907	93323026	120	*	X0223	8411	93166285	93323107	156823	-	0	inside	80	EEA1
chr12	98987271	98987321	51	*	X0226	5250	98987403	98995778	8376	+	81	upstream	81	SLC25A3
chr12	98987376	98987420	45	*	X0227	5250	98987403	98995778	8376	+	0	overlapStart	0	SLC25A3
chr12	100660684	100660687	4	*	X0228	120863	100631746	100660857	29112	-	0	inside	169	DEPDC4
chr12	100660684	100660687	4	*	X0228	55681	100660955	100733914	72960	+	267	upstream	267	SCYL2
chr12	100660880	100661029	150	*	X0229	120863	100631746	100660857	29112	-	22	upstream	22	DEPDC4
chr12	100660880	100661029	150	*	X0229	55681	100660955	100733914	72960	+	0	overlapStart	0	SCYL2
chr12	102271089	102271176	88	*	X0230	55332	102271105	102317401	46297	+	0	overlapStart	0	DRAM1
chr12	104235204	104235364	161	*	X0231	51559	104166081	104234975	68895	-	228	upstream	228	NT5DC3
chr12	104235588	104235652	65	*	X0232	51559	104166081	104234975	68895	-	612	upstream	612	NT5DC3
chr12	104324203	104324307	105	*	X0233	100500842	104324203	104324333	131	+	0	inside	0	MIR3652
chr12	104324203	104324307	105	*	X0233	253724	104237527	104323989	86463	-	213	upstream	213	TTC41P
chr12	104324203	104324307	105	*	X0233	7184	104324112	104341708	17597	+	0	inside	90	HSP90B1
chr12	104532168	104532185	18	*	X0234	4801	104510858	104532040	21183	-	127	upstream	127	NFYB
chr12	106696239	106696250	12	*	X0235	255394	106696581	106740792	44212	+	330	upstream	330	TCP11L2
chr12	107168331	107168465	135	*	X0236	100287944	106890188	107168609	278422	-	0	inside	143	LOC100287944
chr12	107168331	107168465	135	*	X0236	55188	107168399	107283094	114696	+	0	overlapStart	0	RIC8B
chr12	107349516	107349675	160	*	X0237	90488	107349544	107367813	18270	+	0	overlapStart	0	TMEM263
chr12	107380875	107381009	135	*	X0238	80298	107371069	107380944	9876	-	0	overlapStart	0	MTERF2
chr12	107487789	107487863	75	*	X0239	1407	107385143	107487635	102493	-	153	upstream	153	CRY1
chr12	109125511	109125850	340	*	X0242	23603	109038885	109125326	86442	-	184	upstream	184	CORO1C
chr12	109251339	109251365	27	*	X0243	1610	109252708	109294710	42003	+	1342	upstream	1342	DAO
chr12	109251339	109251365	27	*	X0243	54434	109176466	109251359	74894	-	0	overlapStart	0	SSH1
chr12	110011631	110011686	56	*	X0245	326625	109991521	110011358	19838	-	272	upstream	272	MMAB
chr12	110011631	110011686	56	*	X0245	4598	110011500	110035071	23572	+	0	inside	130	MVK
chr12	111021087	111021116	30	*	X0246	160760	110972237	111021064	48828	-	22	upstream	22	PPTC7
chr12	112037174	112037222	49	*	X0247	6311	111890018	112037480	147463	-	0	inside	257	ATXN2
chr12	112037313	112037417	105	*	X0248	6311	111890018	112037480	147463	-	0	inside	62	ATXN2
chr12	112450935	112451072	138	*	X0249	10961	112451152	112461024	9873	+	79	upstream	79	ERP29
chr12	112450935	112451072	138	*	X0249	89894	112369087	112451023	81937	-	0	overlapStart	0	TMEM116
chr12	113659259	113659295	37	*	X0250	115811	113633246	113658880	25635	-	378	upstream	378	IQCD
chr12	113659259	113659295	37	*	X0250	53373	113659260	113736389	77130	+	0	overlapStart	0	TPCN1
chr12	118810989	118811027	39	*	X0252	51347	118587606	118810750	223145	-	238	upstream	238	TAOK3
chr12	120554476	120554670	195	*	X0253	11021	120532899	120554643	21745	-	0	overlapStart	0	RAB35
chr12	120933561	120933582	22	*	X0254	100506668	120928141	120933749	5609	-	0	inside	166	NRAV
chr12	121124894	121124998	105	*	X0255	9761	121124949	121139667	14719	+	0	overlapStart	0	MLEC
chr12	121342165	121342172	8	*	X0256	121665	121200313	121342155	141843	-	9	upstream	9	SPPL3
chr12	122064587	122064622	36	*	X0258	84876	122064455	122079946	15492	+	0	inside	131	ORAI1
chr12	122326529	122326648	120	*	X0260	3242	122277433	122326517	49085	-	11	upstream	11	HPD
chr12	122326529	122326648	120	*	X0260	5715	122326637	122355771	29135	+	0	overlapStart	0	PSMD9
chr12	122985727	122985846	120	*	X0262	55596	122956146	122985543	29398	-	183	upstream	183	ZCCHC8
chr12	123011773	123011797	25	*	X0263	65117	122989190	123011560	22371	-	212	upstream	212	RSRC2
chr12	123011773	123011797	25	*	X0263	9735	123011809	123110947	99139	+	11	upstream	11	KNTC1
chr12	123237009	123237035	27	*	X0264	8562	123237371	123255953	18583	+	335	upstream	335	DENR
chr12	123849358	123849493	136	*	X0268	55206	123773656	123849388	75733	-	0	overlapStart	0	SBNO1
chr12	123849742	123849784	43	*	X0269	55206	123773656	123849388	75733	-	353	upstream	353	SBNO1
chr12	124457441	124457586	146	*	X0270	100533183	124457762	124800570	342809	+	175	upstream	175	ZNF664-RFLNA
chr12	124457441	124457586	146	*	X0270	144348	124457762	124499986	42225	+	175	upstream	175	ZNF664
chr12	124457441	124457586	146	*	X0270	80212	124420955	124457163	36209	-	277	upstream	277	CCDC92
chr12	131356170	131356393	224	*	X0272	5901	131356617	131360826	4210	+	223	upstream	223	RAN
chr12	132379283	132379326	44	*	X0273	8408	132379279	132407707	28429	+	0	inside	3	ULK1
chr12	132413536	132413565	30	*	X0274	80324	132413745	132428406	14662	+	179	upstream	179	PUS1
chr12	132413589	132413606	18	*	X0275	80324	132413745	132428406	14662	+	138	upstream	138	PUS1
chr12	132434139	132434257	119	*	X0276	57634	132434465	132565011	130547	+	207	upstream	207	EP400
chr12	133707110	133707229	120	*	X0277	101060200	133696555	133707059	10505	-	50	upstream	50	ZNF891
chr12	133707110	133707229	120	*	X0277	10795	133707213	133783697	76485	+	0	overlapStart	0	ZNF268
chr12	133707110	133707229	120	*	X0277	7556	133707213	133736049	28837	+	0	overlapStart	0	ZNF10
chr11	207298	207303	6	*	X0278	51272	202924	207422	4499	-	0	inside	118	BET1L
chr11	207298	207303	6	*	X0278	60626	208530	215110	6581	+	1226	upstream	1226	RIC8A
chr11	208935	209177	243	*	X0279	51272	202924	207422	4499	-	1512	upstream	1512	BET1L
chr11	236194	236361	168	*	X0280	5719	236808	252984	16177	+	446	upstream	446	PSMD13
chr11	236460	236467	8	*	X0281	5719	236808	252984	16177	+	340	upstream	340	PSMD13
chr11	450017	450106	90	*	X0284	81490	450280	491387	41108	+	173	upstream	173	PTDSS2
chr11	507058	507102	45	*	X0286	6050	494512	507283	12772	-	0	inside	180	RNH1
chr11	507246	507309	64	*	X0287	6050	494512	507283	12772	-	0	overlapStart	0	RNH1
chr11	507451	507575	125	*	X0288	6050	494512	507283	12772	-	167	upstream	167	RNH1
chr11	576132	576311	180	*	X0289	143666	573808	575885	2078	-	246	upstream	246	LOC143666
chr11	576132	576311	180	*	X0289	57661	576483	612222	35740	+	171	upstream	171	PHRF1
chr11	576699	576703	5	*	X0290	143666	573808	575885	2078	-	813	upstream	813	LOC143666
chr11	576699	576703	5	*	X0290	57661	576483	612222	35740	+	0	inside	215	PHRF1
chr11	615643	615822	180	*	X0291	3665	612555	615999	3445	-	0	inside	176	IRF7
chr11	777320	777353	34	*	X0292	347862	767223	777487	10265	-	0	inside	133	GATD1
chr11	797972	798121	150	*	X0293	79751	790475	798269	7795	-	0	inside	147	SLC25A22
chr11	805286	805317	32	*	X0294	55367	799179	805250	6072	-	35	upstream	35	PIDD1
chr11	805423	805479	57	*	X0295	55367	799179	805250	6072	-	172	upstream	172	PIDD1
chr11	809781	809885	105	*	X0296	6181	809936	812876	2941	+	50	upstream	50	RPLP2
chr11	809781	809885	105	*	X0296	619565	811681	811814	134	+	1795	upstream	1795	SNORA52
chr11	1785334	1785354	21	*	X0300	1509	1773982	1785222	11241	-	111	upstream	111	CTSD
chr11	1785334	1785354	21	*	X0300	81532	1490685	1785501	294817	-	0	inside	146	MOB2
chr11	2950874	2950874	1	*	X0304	7262	2949503	2950650	1148	-	223	upstream	223	PHLDA2
chr11	3400368	3400411	44	*	X0305	650368	3402191	3430378	28188	+	1779	upstream	1779	TSSC2
chr11	3400368	3400411	44	*	X0305	7748	3379157	3400452	21296	-	0	inside	40	ZNF195
chr11	3862304	3862345	42	*	X0307	391	3848208	3862213	14006	-	90	upstream	90	RHOG
chr11	3862391	3862490	100	*	X0308	391	3848208	3862213	14006	-	177	upstream	177	RHOG
chr11	3862808	3862882	75	*	X0309	391	3848208	3862213	14006	-	594	upstream	594	RHOG
chr11	3876791	3876804	14	*	X0310	100616453	3877292	3877371	80	+	487	upstream	487	MIR4687
chr11	3876791	3876804	14	*	X0310	6786	3876933	4114440	237508	+	128	upstream	128	STIM1
chr11	6256350	6256456	107	*	X0311	84067	6232564	6255941	23378	-	408	upstream	408	FAM160A2
chr11	6502280	6502349	70	*	X0312	26515	6502677	6505911	3235	+	327	upstream	327	TIMM10B
chr11	6624758	6624844	87	*	X0313	23378	6621144	6624880	3737	-	0	inside	35	RRP8
chr11	6624758	6624844	87	*	X0313	3611	6624964	6632099	7136	+	119	upstream	119	ILK
chr11	6624957	6625049	93	*	X0314	23378	6621144	6624880	3737	-	76	upstream	76	RRP8
chr11	6624957	6625049	93	*	X0314	3611	6624964	6632099	7136	+	0	overlapStart	0	ILK
chr11	6640562	6640593	32	*	X0315	1200	6633997	6640692	6696	-	0	inside	98	TPP1
chr11	8985657	8985813	157	*	X0316	493900	8986222	8997830	11609	+	408	upstream	408	TMEM9B-AS1
chr11	9482513	9482632	120	*	X0317	644656	9481103	9482245	1143	-	267	upstream	267	LOC644656
chr11	9482513	9482632	120	*	X0317	7702	9482512	9550071	67560	+	0	inside	0	ZNF143
chr11	9685612	9685876	265	*	X0319	23075	9685628	9774507	88880	+	0	overlapStart	0	SWAP70
chr11	10326348	10326538	191	*	X0320	133	10326642	10328923	2282	+	103	upstream	103	ADM
chr11	10830433	10830444	12	*	X0322	1982	10818593	10830582	11990	-	0	inside	137	EIF4G2
chr11	12695609	12695713	105	*	X0324	7003	12695969	12966284	270316	+	255	upstream	255	TEAD1
chr11	13299312	13299388	77	*	X0325	406	13299325	13408812	109488	+	0	overlapStart	0	ARNTL
chr11	13690397	13690473	77	*	X0326	84188	13690206	13753893	63688	+	0	inside	190	FAR1
chr11	18415901	18416050	150	*	X0328	3939	18415936	18429765	13830	+	0	overlapStart	0	LDHA
chr11	18655846	18655950	105	*	X0330	144108	18627948	18656020	28073	-	0	inside	69	SPTY2D1
chr11	19138765	19138921	157	*	X0331	54503	19138692	19197967	59276	+	0	inside	72	ZDHHC13
chr11	20409008	20409097	90	*	X0335	10196	20409076	20530879	121804	+	0	overlapStart	0	PRMT3
chr11	27528326	27528430	105	*	X0337	497258	27528399	27719718	191320	+	0	overlapStart	0	BDNF-AS
chr11	27528326	27528430	105	*	X0337	55327	27515965	27528326	12362	-	0	overlapStart	0	LIN7C
chr11	32914463	32914582	120	*	X0338	79832	32914792	33014862	100071	+	209	upstream	209	QSER1
chr11	33757899	33758063	165	*	X0341	966	33724556	33758025	33470	-	0	overlapStart	0	CD59
chr11	33795915	33795936	22	*	X0342	26273	33762490	33796071	33582	-	0	inside	134	FBXO3
chr11	34937956	34938015	60	*	X0344	51074	34896714	34937939	41226	-	16	upstream	16	APIP
chr11	34937956	34938015	60	*	X0344	8050	34937677	35017675	79999	+	0	inside	278	PDHX
chr11	34938046	34938165	120	*	X0345	51074	34896714	34937939	41226	-	106	upstream	106	APIP
chr11	43380634	43380738	105	*	X0346	55761	43380435	43516483	136049	+	0	inside	198	TTC17
